word,tran,type,frq,exchange
administrative,"a. 管理的, 行政的\n[法] 行政的, 管理的, 遗产管理的",9,2162,
administratively,adv. 管理地；行政地,0,16115,
administrator,"n. 管理人, 行政官 [经] 遗产管理人员",9,6057,s:administrators
admirable,"a. 可钦佩的, 极好的, 令人惊奇的",3,7525,
admirably,"adv. 极好地, 美好地",9,10552,
admiral,"n. 舰队司令, 海军上将, 旗舰",9,5648,s:admirals
Admiralty,"n. 海军上将的地位(或职权), (1963年前)英国海军部, 海事法庭\n[法] 海军上将的职位, 海军部, 海事法",0,9638,s:admiralties
admiration,"n. 赞赏, 钦佩, 引人赞赏的对象",9,5157,s:admirations
admire,vt.钦佩，羡慕，赞赏,3,5813,p:admired/d:admired/i:admiring/3:admires
admired,"v. 羡慕, 赞美；钦佩（admire的过去分词）\na. 受人钦佩的；感到羡慕的",0,4651,0:admire/1:pd/p:admired/d:admired
admirer,"n. 钦佩者, 仰慕者, 求爱者",9,10818,s:admirers
admiring,"a. 赞赏的, 钦佩的, 羡慕的",9,8986,0:admire/1:i/i:admiring
admiringly,"adv. 钦佩地, 羡慕地",0,16116,
admissibility,"n. 有入场的资格, 可容许\n[法] 可采纳, 可接受, 有资格加入",0,15311,
admissible,"a. 可进入的, 可容许的",0,10567,
admission,n.允许进入；承认,3,2924,s:admissions
admit,vt.承认；准许…进入,3,2119,p:admitted/d:admitted/3:admits/i:admitting
admittance,"n. 进入, 进入权, 准许进入\n[化] 导纳",0,18340,s:admittances
admitted,"a. 被承认了的, 公认的",0,1485,0:admit/1:pd/d:admitted/p:admitted
admittedly,"adv. 公认地, 诚然",9,6007,
admitting,v. 承认（admit的ing形式）,9,6557,0:admit/1:i/i:admitting
admixture,"n. 混合, 混合物\n[化] 掺和剂; 混合物; 掺和; 混合",0,21812,s:admixtures
admonish,"vt. 劝告,训诫,告诫",7,22402,p:admonished/d:admonished/i:admonishing/3:admonishes
admonishment,n. 训戒；警告（等于admonition）,0,23638,s:admonishments
admonition,"n. 警告, 劝告, 训诫",9,19033,s:admonitions
ado,"n. 纷扰, 忙乱, 麻烦",0,14901,
adobe,n. 泥砖，土坯,7,10422,s:adobes
adobo,"n. 阿斗波(拉美、菲律宾等地的一种菜肴, 源自西班牙)",0,25417,
adolescence,"n. 青春期\n[医] 青年期, 青春期",3,7662,s:adolescences
adolescent,adj. 青少年期的 n. 青少年,3,7057,s:adolescents
adopt,vt.收养；采用；采取,3,2779,d:adopted/p:adopted/i:adopting/3:adopts
adopted,"a. 被收养的, 被采用的",9,1549,0:adopt/1:dp/p:adopted/d:adopted
adoptee,[法] 被收养者,0,25418,s:adoptees
adopter,"[法] 领养人, 收养人, 采用者",0,22276,s:adopters
adoption,"n. 采用, 采纳, 收养\n[法] 收养, 采纳, 采用",9,3760,s:adoptions
adoptive,"a. 有收养关系的, 采用的",9,13839,
adorable,"a. 可崇拜的, 值得敬慕的, 可爱的",9,17457,
adoration,"n. 崇拜, 爱慕",9,13391,s:adorations
adore,v. 1. 敬慕，钟爱，崇拜 2. (infml)很喜欢,3,12892,p:adored/3:adores/d:adored/i:adoring
adoring,"a. 崇拜的, 敬慕的",9,15659,0:adore/1:i
adorn,vt. 装饰，装扮,7,15853,d:adorned/p:adorned/i:adorning/3:adorns
adornment,"n. 装饰, 装饰品",9,19238,s:adornments
adrenal,"a. 肾上的, 肾上腺的\nn. 肾上腺",0,21813,s:adrenals
adrenaline,n. 肾上腺素,9,14387,s:adrenalines
adrift,"adv. 漂流地, 漂浮着, 随波逐流地 a. 漂浮着的",9,11178,
adroit,"a. 熟练的,敏捷的",7,20701,
adroitly,"adv. 灵巧地, 敏捷地",0,19835,
adulate,v. 谄媚，奉承,8,25419,p:adulated/d:adulated/i:adulating/3:adulates
adulation,"n. 谄媚, 过分的称赞",9,15559,
adult,n.成年人 a.成年的,3,1600,s:adults
adulterate,v. 掺假,8,24078,d:adulterated/p:adulterated/3:adulterates/i:adulterating
adulterer,n. 奸夫\n[法] 奸夫,0,22785,s:adulterers
adulterous,a. 通奸的\n[法] 通奸的,0,20370,
adultery,n. 通奸,9,9902,s:adulteries
adulthood,n. 成年\n[医] 成人期,9,9532,
adumbrate,v. （对将来事件）预示,8,24079,p:adumbrated/3:adumbrates/d:adumbrated/i:adumbrating
advance,vi.前进；提高 n.进展,3,1642,s:advances/d:advanced/p:advanced/i:advancing/3:advances
advanced,a.先进的；高级的,4,1643,0:advance/1:dp/p:advanced/d:advanced
advancement,"n. 前进, 进步, 提升\n[医] 徙前术",9,7200,s:advancements
advancing,[计] 导前\n[医] 进行的,9,6483,0:advance/1:i/i:advancing
advantage,n.优点，优势；好处,2,1191,s:advantages/d:advantaged/i:advantaging/p:advantaged/3:advantages
advantageous,"a. 有利的, 有益的",9,8526,
advent,"n. 来到, 来临",6,5619,s:advents
Adventist,n. 基督复临论者,0,22271,s:adventists
adventitious,a. 偶然的,8,22150,
adventure,n.冒险；惊险活动,3,3859,s:adventures/i:adventuring/p:adventured/3:adventures/d:adventured
adventurer,"n. 冒险家, 投机者\n[法] 冒险者, 投机者",9,13938,s:adventurers
adventuresome,a. 冒险性的,0,23925,
adventurous,"a. 喜欢冒险的, 有进取心的, 危险的",9,7736,
adverb,n.副词,4,17163,s:adverbs
adversarial,"a. 敌手的,对手的,对抗(性)的",9,13939,
adversary,"n. 敌手, 对手\na. 敌手的, 敌对的",9,10656,s:adversaries
adverse,adj. 不利的，相反的，敌对的,5,4499,
adversely,"adv. 不利, 有害, 相反, 逆, 敌对, 逆向",9,8038,
adversity,"n. 逆境, 不幸, 灾祸, 灾难",9,12727,s:adversities
advert,v. 注意，留意,8,7769,s:adverts/d:adverted/p:adverted/i:adverting/3:adverts
advertise,"vt. 做广告, 通知, 公布\nvi. 做广告",3,7293,d:advertised/p:advertised/i:advertising/3:advertises
advertised,a. 广告的,0,5680,0:advertise/1:dp/p:advertised/d:advertised
advertisement,n.广告；公告；登广告,2,4538,s:advertisements
advertiser,"n. 广告商, 做广告者, 广告客户",9,11981,s:advertisers
advertising,"n. 广告业, 广告\na. 广告的\n[计] 发广告",9,1813,i:advertising/0:advertising/1:i
advice,n.劝告；忠告；意见,2,840,
advisable,n.明智的；可取的,4,7091,
advise,vt.劝告；建议；通知,3,3176,d:advised/p:advised/i:advising/3:advises
advisement,"n. 深思熟虑, 周密的考虑, 劝告",0,24844,
adviser,"n. 顾问, 劝告者, 指导教师\n[法] 顾问, 劝告者",9,3813,s:advisers
advisor,"n. 顾问, 劝告者, 指导教师",9,10423,s:advisors
advisory,"a. 顾问的, 咨询的, 劝告的\n[法] 劝告的, 忠告的, 咨询的",9,3623,
advocacy,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术\n[法] 辩护, 拥护, 提倡",9,7671,
advocate,v. 拥护，提倡 [ˈædvəkɪt] n. 提倡者，拥护者,3,5383,d:advocated/s:advocates/i:advocating/p:advocated/3:advocates
aegis,n. 盾；保护，庇护,8,13423,
aerate,v. 充气，让空气进入,8,22403,p:aerated/i:aerating/d:aerated/s:aerates/3:aerates
aeration,n. 通风\n[化] 换气; 曝气,0,16830,
aerial,adj. 1. 空气的，大气的 2. 航空的,5,6156,s:aerials
aerie,"n. 猛禽的巢, 高处的房子, 高处的城堡",0,24666,
aerobic,a. 增氧健身法的 n. 有氧运动,7,11039,s:aerobics
aerobics,n. 有氧运动法; 增氧健身法,9,9369,0:aerobic/1:s
aerodynamic,a. 空气动力学的,9,15255,s:aerodynamics
aerodynamics,n. 空气动力学\n[化] 空气动力学,0,18939,0:aerodynamic/1:s
aeronautical,"a. 航空的, 航空学的\n[计] 航空学的",0,16831,
aeronautics,n. 航空学,8,16832,
aeroplane,n.飞机,3,7148,s:aeroplanes
aerosol,"n. 烟, 雾 [化] 气溶胶; 烟雾剂",9,12290,s:aerosols/d:aerosolled
aerospace,"n. 航天空间, 航天技术",9,5681,
aesthete,n. 审美家,8,22277,s:aesthetes
aesthetic,a. 美学的，审美的，有美感的,5,4560,
aesthetically,adv. 美学观点上地; 审美地,9,14787,
aesthetics,n. 美学,9,10467,
afar,"adv. 由远处, 遥远地",9,13037,s:afars
affable,"a. 和蔼可亲的,友善的,殷勤的",7,14902,
affair,n.事情，事件；事务,3,2317,s:affairs
affect,vt.影响；感动,3,1650,d:affected/i:affecting/3:affects/p:affected/s:affects
affectation,n. 做作，虚假,8,18059,s:affectations
affected,a. 不自然的；假装的,8,1410,0:affect/1:dp/d:affected/p:affected
affecting,"a. 感人的, 动人的",0,3495,0:affect/1:i/i:affecting
affection,n.慈爱，爱；爱慕,3,4174,s:affections
affectionate,"a. 深情的, 充满情爱的",9,9269,
affectionately,"adv. 挚爱地, 亲切地",9,11546,
affective,"a. 情感的, 表达感情的",9,11304,
affidavit,n. 宣誓书,8,9843,s:affidavits
affiliate,"v. (指团体)加入(联合),使隶属，附属于",5,13118,d:affiliated/s:affiliates/i:affiliating/p:affiliated/3:affiliates
affiliated,a. 有关连的; 附属的,9,9518,0:affiliate/1:dp/d:affiliated/p:affiliated
affiliation,"n. 联系, 从属关系\n[医] 父权(判定私生儿的父亲)",6,10151,s:affiliations
affinity,"n. 密切关系,强烈的吸引力",7,6028,s:affinities
affirm,v. 坚称，断言，肯定地说,5,11820,p:affirmed/d:affirmed/i:affirming/3:affirms/s:affirms
affirmation,"n. 肯定, 断言, 证实\n[医] 肯定, 确认",9,10911,s:affirmations
affirmative,"a. 肯定的, 赞成的, 积极的\nn. 肯定语",9,10657,s:affirmatives
affirmatively,adv. 肯定地；断然地,0,21814,
affix,"vt. 使附于, 署名, 粘贴, 盖印于\nn. 附加物, 词缀",9,18689,d:affixed/s:affixes/p:affixed/i:affixing/3:affixes
afflict,v. 使身体(精神)痛苦，折磨,5,18690,d:afflicted/3:afflicts/i:afflicting/p:afflicted
afflicted,折磨,9,10152,0:afflict/1:dp/d:afflicted/p:afflicted
affliction,n. 悲痛，受难的起因,8,14788,s:afflictions
affluence,"n. 富裕, 丰富, 流注\n[医] 丰富, 流入",9,11442,
affluent,"a. 丰富的, 富裕的\nn. 支流, 富人",6,8232,
afford,vt.担负得起…；提供,2,1821,d:afforded/3:affords/p:afforded/i:affording
affordability,n. 支付能力；负担能力；可购性,9,21472,
affordable,[计] 普及型,9,8246,
affront,v. 侮辱，冒犯,8,13075,d:affronted/p:affronted/s:affronts/i:affronting/3:affronts
Afghan,"a. 阿富汗的, 阿富汗人的\nn. 阿富汗人, 阿富汗语, 阿富汗毛毯",0,25033,s:afghans
Afghani,[经] 啊富汗尼,0,25034,s:afghanis
aficionado,"n. 狂热爱好者, 迷",9,21934,s:aficionados
afield,"adv. 离开着, 偏离着, 在战场上",9,8810,
afire,"a. 燃烧的, 炽烈的\nadv. 燃烧着",9,22661,
aflame,"a. 燃烧中的, 火一般红的, 激动的\nadv. 燃烧中",0,21935,
afloat,"a. 飘浮着的, 在海上的, 浸满水的, 在进行中的\nadv. 飘浮着, 在海上, 浸满水, 在进行中",9,10658,
afoot,"a. 徒步的, 在进行中的, 活动中的 adv. 徒步, 在进行中",9,12625,
aforementioned,"a. 上述的, 前述的",9,14476,
afraid,a.害怕的；担心的,1,1496,
afresh,adv. 重新,0,11649,
africa,n.非洲,2,25420,
african,a.非洲的 n.非洲人,3,25421,s:africans
african-american,n. 非裔美国人; 美国黑人,9,25422,s:african-americans
Africanized,vt. Africanize的变形,0,24663,
Afrikaner,n. 南非白人,0,25035,s:afrikaners
afro,n. Afros 非洲式发型,0,8470,s:afros
Afrocentric,a. 非洲中心主义的；关心非洲问题的,0,24207,
aft,adv. 在船尾,9,12160,s:afts
afte,abbr. American Federation of Technical Engineers 美国技术工程师联盟,3,25423,
after,prep.在…以后；次于,1,84,
after-school,a. 课外的,9,25424,
aftercare,"n. 病后的照顾调养, 释放后的安置",0,25425,
aftereffect,"n. 余波, 后效, 后果",0,25426,
afterglow,"n. 晚霞, 夕照\n[医] 滞光, 余辉",0,25427,s:afterglows
afterlife,"n. 来世, 下半生",9,25428,
aftermarket,n. 零件市场；二级市场（等于secondary market）,0,25429,
aftermath,"n. 结果, 后果\n[法] 后果, 结果",6,6137,s:aftermaths
afternoon,n.下午，午后,1,1074,s:afternoons
aftershave,n. 须后水；修脸润肤露,0,25430,s:aftershaves/p:aftershaved
aftershock,n. 余震,9,25431,s:aftershocks
aftertaste,"n. 回味, 余韵",0,25432,
afterthought,n. 事后的想法,9,25433,s:afterthoughts
afterward,ad.后来，以后,4,20256,
afterwards,"adv. 然后, 后来",9,1801,
again,ad.又一次；而且,1,147,
against,prep.倚在；逆，对着,2,149,
agape,a./adv. （嘴）大张着的/地,8,18852,
agar,"n. 琼脂, 石花菜\n[化] 琼脂",0,19239,s:agars
agate,"n. 玛瑙, 五又二分之一点铅字\n[化] 玛瑙149",0,20920,s:agates
agave,n. 龙舌兰\n[机] 龙舌兰属,0,24209,s:agaves
age,n.年龄；时代 vt.变老,2,388,s:ages/d:aged/i:ageing/3:ages/p:aged
age-old,a. 古老的,9,25434,
aged,"a. 老的, 陈的, 有...岁的\n[化] 老化的; 老化了的; 陈化的; 陈化了的",9,1532,1:dp/0:age/d:aged
ageless,"a. 不老的, 永恒的",0,19745,
agency,n.经办；代理；代理处,3,1402,s:agencies
agenda,"pl. 议程, 日常工作事项\n[计] 待议事件",3,2870,s:agendas
agent,n.代理人，代理商,3,1844,s:agents
agglomerate,v. 凝聚，结块,8,23639,s:agglomerates/i:agglomerating/p:agglomerated/3:agglomerates/d:agglomerated
aggrandize,v. 增大，扩张；吹棒,8,24845,i:aggrandizing/p:aggrandized/3:aggrandizes/d:aggrandized
aggravate,"vt. 使恶化, 使更严重, 加重",6,15604,d:aggravated/p:aggravated/i:aggravating/3:aggravates
aggravated,a. 加重的; 恶化的,9,8281,0:aggravate/1:dp/p:aggravated
aggravation,"n. 恶化, 加重, 恼怒\n[法] 加重, 严重",0,13674,s:aggravations
aggregate,n. 总数，合计,5,3808,s:aggregates/d:aggregated/i:aggregating/3:aggregates/p:aggregated
aggregated,a. 聚合的；合计的,0,13840,0:aggregate/1:dp/d:aggregated
aggregation,"n. 集合, 聚合, 集合体",9,10447,s:aggregations
aggression,"n. 侵犯, 侵略\n[医] 攻击",3,4201,s:aggressions
aggressive,a.侵略的；好斗的,3,3279,
aggressively,adv. 侵略地; 攻击地; 有闯劲地,9,9806,
aggressiveness,"n. (贬)侵略, 侵犯, 寻衅, (褒)敢作敢为, 有进取心, (武器)攻击性, 过分, 放肆",9,16963,
aggressor,n. 侵略者，攻击者,8,14903,s:aggressors
aggrieve,v. 使受委屈；使痛苦,8,25435,d:aggrieved/p:aggrieved/i:aggrieving/3:aggrieves
aggrieved,"a. 受委屈的, 权利受到不法侵害的",9,10367,d:aggrieved/0:aggrieved/1:dp/p:aggrieved
aghast,"a. 惊骇的,吓呆的",7,13076,
agile,"a. 敏捷的,灵活的,轻快的",7,13119,
agility,"n. 敏捷,灵活,轻快",7,12526,
aging,"n. 老化, 变陈\n[计] 老化, 陈化",9,15729,i:aging/0:aging/1:i
agitate,"vt. 使摇动, 搅动, 使激动, 使不安\nvi. 鼓动, 煽动",6,20371,d:agitated/i:agitating/p:agitated/3:agitates
agitated,a. 被鼓动的；不安的,8,8463,0:agitate/1:dp/d:agitated
agitation,"n. 激动, 焦虑, 煽动, 搅动, 摇动\n[化] 搅拌; 搅拌作用",9,7606,s:agitations
agitator,n. 煽动者\n[化] 搅拌器; 搅拌机; 搅抖装置,0,20590,s:agitators
aglow,"a. 发光的, 通红的\nadv. 发光地",0,20158,
agnostic,a. 不可知论的,8,16047,s:agnostics
ago,ad.以前,2,455,
agog,a. 兴奋的，有强烈兴趣的,8,21699,
agonize,"vt. 使苦恼,折磨 vi. 感到痛苦",7,23640,p:agonized/d:agonized/i:agonizing/3:agonizes
agonized,a. (感到/表示)极度痛苦的,0,18768,0:agonize/1:pd/p:agonized
agonizing,"a. 折磨人的, 痛苦难忍的",9,17090,i:agonizing/0:agonizing/1:i
agonizingly,adv. 使人烦恼地；苦闷地,0,21582,
agony,n.极度痛苦,4,5183,s:agonies
agrarian,"a. 有关土地的,耕地的",7,8795,s:agrarians
agree,vi.同意；持相同意见,2,1089,d:agreed/p:agreed/3:agrees/i:agreeing
agreeable,adj. 1. 惬意的，爽快的 2. 易相处的  3. 适宜的，适合的,5,8267,
agreeably,adv. 令人愉快地,0,17382,
agreed,a. 同意的；通过协议的,9,599,0:agree/1:dp/p:agreed/d:agreed
agreement,n.协定，协议；同意,3,648,s:agreements
agribusiness,n. 农业综合经营,9,20482,s:agribusinesses
agricultural,"a. 农业的\n[法] 农业的, 耕作的",3,1927,
agriculturalist,n. 农学家,0,22930,s:agriculturalists
agriculture,n.农业，农艺；农学,3,2019,
agronomist,"n. 农艺师, 农学家",0,23519,s:agronomists
agronomy,n. 农学，农艺学,8,24210,
aground,"adv. 搁浅地, 地面上",0,17020,
ah,"interj. 啊, 哈",9,25436,s:ahs
aha,interj. 啊哈,9,25437,
ahead,ad.在前；向前；提前,3,985,
ahem,interj. 呃哼,0,25438,
ahh,abbr. [生化]芳基烃羟化酶（Aryl Hydrocarbon Hydroxylase）,9,25439,
ahistorical,"a. (与)历史无关的, (无)历史记载的",0,22050,
ahold,"n. 抓, 握\nadv. 迎风航驶",9,25440,
aid,n.帮助，救护；助手,3,956,s:aids/d:aided/i:aiding/p:aided/3:aids
aide,"n. 助手, 副官\n[计] 数据输入的可说明性",9,9300,s:aides
AIDS,n. 爱滋病(获得性免疫缺陷综合征),3,2231,0:aid/1:s3
ail,"vt. 使苦恼\nvi. 生病, 处境困难\n[计] 数组互联逻辑",9,17531,3:ails/p:ailed/i:ailing/d:ailed
ailing,"a. 生病的, 病痛的",9,10289,0:ail/i:ailing
ailment,"n. 病痛, 疾病\n[医] 疾病",9,17812,s:ailments
aim,vi.瞄准，针对；致力,3,1333,s:aims/3:aims/p:aimed/d:aimed/i:aiming
aimless,"a. 无目的的, 没有目标的",0,17813,
aimlessly,"adv. 漫无目的地, 无目标地",9,14958,
aioli,n. 蒜泥蛋黄酱(一种用蒜泥、蛋黄、橄榄油和柠檬汁配制的调味汁),0,24667,0:aioli
air,n.空气；空中；外观,2,433,d:aired/s:airs/i:airing/p:aired/3:airs
air conditioning,"用空调设备调节空气, 空调设备\n[计] 空调; 空气调节",6,25441,
air-condition,v. 设以空调设备，用空调调节,5,25442,i:air-conditioning/p:air-conditioned/3:air-conditions/d:air-conditioned
airbag,[机] 空气囊,9,25443,s:airbags/3:airbags
airborne,"a. 升空的, 空运的, 空中传播的, 空降的",9,25444,
airbrush,n. 喷枪,0,21700,s:airbrushes/3:airbrushes/p:airbrushed/i:airbrushing/d:airbrushed/f:airbrushes
aircraft,n.飞机，飞行器,2,1346,
airfare,n. 飞机票价,9,25445,s:airfares/3:airfares
airfield,n. 飞机场,9,25446,s:airfields
airflow,"n. 空气的流动, 气流",9,25447,s:airflows
airfoil,"n. 机翼, 方向舱",0,25448,
airing,"n. 晾, 通风, 兜风",9,11594,0:air/1:i/i:airing/s:airings
airless,"a. 无空气的, 不通风的\n[机] 无气, 无气式",0,19140,
airlift,"n. 空运, 空中补给线, 空运物资\nvt. 空运",9,25449,d:airlifted/s:airlifts/p:airlifted/i:airlifting/3:airlifts
airline,n.航空公司；航线,2,4749,s:airlines
airliner,"n. 班机, 大型客机",9,12077,s:airliners
airlock,"n. 气塞, 气闸, 气密舱",9,17532,s:airlocks
airmail,n. 航空邮件,3,25450,d:airmailed/s:airmails/i:airmailing/p:airmailed/3:airmails
airman,"n. 飞行员, 空军士兵",9,25451,s:airmen
airplane,n.飞机,2,25452,s:airplanes
airplay,n. (无线电台上)唱片的播送,0,22786,
airport,n.机场，航空站,2,25453,s:airports
airpower,n. 空中实力；制空权,0,25454,
airship,"n. 飞艇, 飞船",0,25455,s:airships
airspace,"n. 空域, 空间",3,25456,s:airspaces
airstrike,n. 空袭；空中打击,9,25457,s:airstrikes
airstrip,n. 飞机跑道,9,16833,s:airstrips
